market_id,demographic1,demographic2
United Kingdom 2019,-19137,-5.846
United Kingdom 2019,-23774,-4.622
United Kingdom 2019,26052,-8.212
United Kingdom 2019,15539,9.284
United Kingdom 2019,28707,-9.634
United Kingdom 2019,-13146,12.002
United Kingdom 2019,99089,-3.25
United Kingdom 2019,-1930.8,-0.69
United Kingdom 2019,-17408,-1.496
United Kingdom 2019,93551,6.016
United Kingdom 2019,104870,13.434
United Kingdom 2019,-20520,0.816
United Kingdom 2019,-19925,1.864
United Kingdom 2019,-1284.8,0.526
United Kingdom 2019,91663,5.056
United Kingdom 2019,-8080.1,-7.084
United Kingdom 2019,-47057,5.628
United Kingdom 2019,225020,-3.76
United Kingdom 2019,-33708,6.292
United Kingdom 2019,16734,-6.844
United Kingdom 2019,-19286,9.956
United Kingdom 2019,-3278.1,-3.81
United Kingdom 2019,-5267,0.62
United Kingdom 2019,-15569,11.006
United Kingdom 2019,-14573,5.652
United Kingdom 2019,22198,-8.4
United Kingdom 2019,-66674,10.58
United Kingdom 2019,15799,-5.56
United Kingdom 2019,-5059.7,-1.24
United Kingdom 2019,270240,-9.792
United Kingdom 2019,-54009,0.196
United Kingdom 2019,-28449,4.818
United Kingdom 2019,50425,-7.534
United Kingdom 2019,-21655,-8.764
United Kingdom 2019,53323,-9.214
United Kingdom 2019,-11797,-0.798
United Kingdom 2019,-18897,0.154
United Kingdom 2019,86026,-1.622
United Kingdom 2019,5552.3,-8.212
United Kingdom 2019,-46141,2.284
United Kingdom 2019,30607,11.366
United Kingdom 2019,-8346.4,-3.998
United Kingdom 2019,-37311,7.75
United Kingdom 2019,-12681,-6.69
United Kingdom 2019,-24308,-7.496
United Kingdom 2019,-46049,-8.984
United Kingdom 2019,-3429.7,-8.566
United Kingdom 2019,-35770,3.816
United Kingdom 2019,5074.6,1.864
United Kingdom 2019,-24435,6.526
United Kingdom 2019,-34237,-6.944
United Kingdom 2019,161120,-7.084
United Kingdom 2019,-35253,4.628
United Kingdom 2019,-36580,-8.76
United Kingdom 2019,-37408,-2.708
United Kingdom 2019,-39366,8.156
United Kingdom 2019,-25786,-3.044
United Kingdom 2019,-16678,2.19
United Kingdom 2019,-35767,2.62
United Kingdom 2019,-29669,2.006
United Kingdom 2019,11687,-8.348
United Kingdom 2019,-55002,5.6
United Kingdom 2019,-42024,3.58
United Kingdom 2019,-13191,-9.56
United Kingdom 2019,-38060,-5.24
United Kingdom 2019,74245,-9.792
United Kingdom 2019,-47369,-6.804
United Kingdom 2019,-46549,-5.182
United Kingdom 2019,4324.9,-3.534
United Kingdom 2019,10845,-2.764
United Kingdom 2019,39923,-9.214
United Kingdom 2019,-40097,1.202
United Kingdom 2019,-14547,2.154
United Kingdom 2019,-35574,12.378
United Kingdom 2019,852.28,-6.212
United Kingdom 2019,-4641.4,-9.716
United Kingdom 2019,-46293,5.366
United Kingdom 2019,-38546,12.002
United Kingdom 2019,158590,-5.25
United Kingdom 2019,-5630.8,-8.69
United Kingdom 2019,-32708,-5.496
United Kingdom 2019,28381,-9.984
United Kingdom 2019,-27530,-7.566
United Kingdom 2019,-36090,-9.184
United Kingdom 2019,-24375,-6.136
United Kingdom 2019,-52575,6.526
United Kingdom 2019,102210,4.056
United Kingdom 2019,-25730,2.916
United Kingdom 2019,-48857,3.628
United Kingdom 2019,-48280,5.24
United Kingdom 2019,-33808,0.292
United Kingdom 2019,-33466,10.156
United Kingdom 2019,5314.4,-2.044
United Kingdom 2019,1421.9,-2.81
United Kingdom 2019,32833,4.62
United Kingdom 2019,42431,-3.994
United Kingdom 2019,-36013,9.652
United Kingdom 2019,-28102,5.6
United Kingdom 2019,-38724,-8.42
United Kingdom 2019,-32241,-4.56
United Kingdom 2019,-57360,-3.24
United Kingdom 2019,-49755,-0.792
United Kingdom 2019,-34149,-9.804
United Kingdom 2019,39651,17.818
United Kingdom 2019,79525,-4.534
United Kingdom 2019,52145,-8.764
United Kingdom 2019,-3377.5,-2.214
United Kingdom 2019,-34297,8.202
United Kingdom 2019,53113,-8.846
United Kingdom 2019,-41674,7.378
United Kingdom 2019,-31748,-8.212
United Kingdom 2019,321660,-3.716
United Kingdom 2019,-58893,3.366
United Kingdom 2019,13654,-6.998
United Kingdom 2019,25389,-8.25
United Kingdom 2019,7689.2,-6.69
United Kingdom 2019,-4708.1,-0.496
United Kingdom 2019,-9048.9,1.016
United Kingdom 2019,-27130,-1.566
United Kingdom 2019,-35270,7.816
United Kingdom 2019,-34025,6.864
United Kingdom 2019,-20885,-7.474
United Kingdom 2019,22923,7.056
United Kingdom 2019,33720,-5.084
United Kingdom 2019,87143,-7.372
United Kingdom 2019,-25980,-1.76
United Kingdom 2019,25792,-0.708
United Kingdom 2019,-41066,16.156
United Kingdom 2019,-13886,4.956
United Kingdom 2019,51542,-2.81
United Kingdom 2019,-4767,16.62
United Kingdom 2019,-21269,7.006
United Kingdom 2019,-31213,7.652
United Kingdom 2019,-42302,13.6
United Kingdom 2019,-49624,0.58
United Kingdom 2019,-49991,18.44
United Kingdom 2019,85240,-5.24
United Kingdom 2019,60245,-9.792
United Kingdom 2019,-41349,-9.804
United Kingdom 2019,57451,-9.182
United Kingdom 2019,-18575,4.466
United Kingdom 2019,-22255,-5.764
United Kingdom 2019,-24377,4.786
United Kingdom 2019,-26497,9.202
United Kingdom 2019,-42337,3.154
United Kingdom 2019,-2323.8,9.378
United Kingdom 2019,-3571.7,-4.212
United Kingdom 2019,93659,-6.716
United Kingdom 2019,-28993,-1.634
United Kingdom 2019,44654,1.002
United Kingdom 2019,-8110.6,-4.25
United Kingdom 2019,-15931,-6.69
United Kingdom 2019,-20008,-0.496
United Kingdom 2019,-11849,5.016
United Kingdom 2019,-36430,-8.566
United Kingdom 2019,4930.2,-1.184
United Kingdom 2019,12275,-0.136
United Kingdom 2019,-50485,-2.474
United Kingdom 2019,15163,4.056
United Kingdom 2019,84820,-7.084
United Kingdom 2019,-8457,4.628
United Kingdom 2019,9520.4,-5.76
United Kingdom 2019,14392,-3.708
United Kingdom 2019,80634,8.156
United Kingdom 2019,20314,0.956
United Kingdom 2019,92522,9.19
United Kingdom 2019,-41867,-3.38
United Kingdom 2019,153430,-2.994
United Kingdom 2019,118690,-7.348
United Kingdom 2019,-38402,-8.4
United Kingdom 2019,12180,15.58
United Kingdom 2019,-44491,2.44
United Kingdom 2019,6440.3,5.76
United Kingdom 2019,-60955,-8.792
United Kingdom 2019,-24009,2.196
United Kingdom 2019,-32649,-5.182
United Kingdom 2019,-10495,1.466
United Kingdom 2019,-32055,-1.764
United Kingdom 2019,90727,-10.214
United Kingdom 2019,-16197,-6.798
United Kingdom 2019,-26047,4.154
United Kingdom 2019,-35574,12.378
United Kingdom 2019,-33248,-8.212
United Kingdom 2019,76359,2.284
United Kingdom 2019,-5693.3,5.366
United Kingdom 2019,-146.42,-4.998
United Kingdom 2019,-36211,-7.25
United Kingdom 2019,-32731,-8.69
United Kingdom 2019,-13008,-0.496
United Kingdom 2019,-17849,3.016
United Kingdom 2019,4450.3,-7.566
United Kingdom 2019,-33770,-3.184
United Kingdom 2019,-9175.4,-3.136
United Kingdom 2019,-23685,-4.474
United Kingdom 2019,-32777,-4.944
United Kingdom 2019,-22280,-7.084
United Kingdom 2019,-9257,9.628
United Kingdom 2019,-32380,11.24
United Kingdom 2019,-32308,2.292
United Kingdom 2019,-4565.8,-3.844
United Kingdom 2019,-13286,13.956
United Kingdom 2019,-43078,17.19
United Kingdom 2019,9533,16.62
United Kingdom 2019,880.88,-1.994
United Kingdom 2019,69687,-8.348
United Kingdom 2019,29448,-4.4
United Kingdom 2019,-10820,-8.42
United Kingdom 2019,5809.4,1.44
United Kingdom 2019,-47060,11.76
United Kingdom 2019,-50275,2.208
United Kingdom 2019,619450,-8.804
United Kingdom 2019,-51049,-2.182
United Kingdom 2019,-36675,2.466
United Kingdom 2019,-39555,2.236
United Kingdom 2019,-29177,-2.214
United Kingdom 2019,-33097,18.202
United Kingdom 2019,-31537,14.154
United Kingdom 2019,-22574,-6.622
United Kingdom 2019,-24348,-0.212
United Kingdom 2019,-40841,0.284
United Kingdom 2019,-56493,-3.634
United Kingdom 2019,-18446,3.002
United Kingdom 2019,-29911,-7.25
United Kingdom 2019,12169,-1.69
United Kingdom 2019,-39108,-4.496
United Kingdom 2019,-46049,-8.984
United Kingdom 2019,17570,4.434
United Kingdom 2019,2544.2,-7.184
United Kingdom 2019,54975,-9.136
United Kingdom 2019,-26985,-9.474
United Kingdom 2019,-15147,4.056
United Kingdom 2019,-23780,-1.084
United Kingdom 2019,33143,-5.372
United Kingdom 2019,21120,1.24
United Kingdom 2019,-16208,-2.708
United Kingdom 2019,-33466,-0.844
United Kingdom 2019,-18586,1.956
United Kingdom 2019,17422,10.19
United Kingdom 2019,-4417,1.62
United Kingdom 2019,11531,0.006
United Kingdom 2019,-15313,-3.348
United Kingdom 2019,34698,-5.4
United Kingdom 2019,-36324,2.58
United Kingdom 2019,-29891,-2.56
United Kingdom 2019,10940,2.76
United Kingdom 2019,-54755,-2.792
United Kingdom 2019,34651,8.196
United Kingdom 2019,-45349,-1.182
United Kingdom 2019,-17375,-6.534
United Kingdom 2019,10845,-2.764
United Kingdom 2019,-12677,-5.214
United Kingdom 2019,136200,-7.798
United Kingdom 2019,-28037,6.154
United Kingdom 2019,-8573.8,-2.622
United Kingdom 2019,1052.3,-7.212
United Kingdom 2019,-23341,-7.716
United Kingdom 2019,36367,-8.634
United Kingdom 2019,-7016.4,19.002
United Kingdom 2019,-29811,4.75
United Kingdom 2019,-20731,-6.69
United Kingdom 2019,34472,-4.496
United Kingdom 2019,-42149,14.016
United Kingdom 2019,-2229.7,-7.566
United Kingdom 2019,50730,-4.184
United Kingdom 2019,-2625.4,-0.136
United Kingdom 2019,-48385,-0.474
United Kingdom 2019,-23537,-6.944
United Kingdom 2019,-31676,3.916
United Kingdom 2019,55743,0.628
United Kingdom 2019,23820,8.24
United Kingdom 2019,-27308,3.292
United Kingdom 2019,1434.2,4.156
United Kingdom 2019,-39686,-5.044
United Kingdom 2019,-19978,-4.81
United Kingdom 2019,2073,-7.38
United Kingdom 2019,-5169.1,-7.994
United Kingdom 2019,-24313,0.652
United Kingdom 2019,-64302,-9.4
United Kingdom 2019,12226,2.58
United Kingdom 2019,9709.4,0.44
United Kingdom 2019,-13160,2.76
United Kingdom 2019,-54955,-6.792
United Kingdom 2019,-52249,9.196
United Kingdom 2019,-55349,-9.182
United Kingdom 2019,-18675,-3.534
United Kingdom 2019,-39655,5.236
United Kingdom 2019,6822.5,-7.214
United Kingdom 2019,-15097,13.202
United Kingdom 2019,-19487,6.154
United Kingdom 2019,212230,1.378
United Kingdom 2019,16752,-8.212
United Kingdom 2019,459960,1.284
United Kingdom 2019,73007,-7.634
United Kingdom 2019,-30246,9.002
United Kingdom 2019,59589,2.75
United Kingdom 2019,-32431,8.31
United Kingdom 2019,-36808,-2.496
United Kingdom 2019,-43149,2.016
United Kingdom 2019,-23230,8.434
United Kingdom 2019,-31170,9.816
United Kingdom 2019,-20225,-1.136
United Kingdom 2019,506720,-8.474
United Kingdom 2019,23313,-3.944
United Kingdom 2019,5919.9,-1.084
United Kingdom 2019,-29957,2.628
United Kingdom 2019,-32680,5.24
United Kingdom 2019,-24308,0.292
United Kingdom 2019,-32866,0.156
United Kingdom 2019,-3485.6,3.956
United Kingdom 2019,-44948,9.19
United Kingdom 2019,242630,-0.38
United Kingdom 2019,-31549,11.006
United Kingdom 2019,28987,-8.348
United Kingdom 2019,-55702,4.6
United Kingdom 2019,-2124,-6.42
United Kingdom 2019,-41961,6.44
United Kingdom 2019,95940,-7.24
United Kingdom 2019,48045,-3.792
United Kingdom 2019,167450,-0.804
United Kingdom 2019,-55249,-4.182
United Kingdom 2019,41925,-3.534
United Kingdom 2019,-17355,-1.764
United Kingdom 2019,-30207,-4.214
United Kingdom 2019,30203,9.202
United Kingdom 2019,-27737,-0.846
United Kingdom 2019,22226,-7.622
United Kingdom 2019,63052,6.788
United Kingdom 2019,70659,7.284
United Kingdom 2019,-53293,18.366
United Kingdom 2019,65654,-8.998
United Kingdom 2019,-44011,-7.25
United Kingdom 2019,-32431,9.31
United Kingdom 2019,-10008,-3.496
United Kingdom 2019,-33789,5.016
United Kingdom 2019,-21330,8.434
United Kingdom 2019,10930,8.816
United Kingdom 2019,120270,6.864
United Kingdom 2019,-50985,8.526
United Kingdom 2019,-31837,5.056
United Kingdom 2019,-17980,-0.084
United Kingdom 2019,-37257,-6.372
United Kingdom 2019,-9879.6,-0.76
United Kingdom 2019,-18028,8.292
United Kingdom 2019,-34236,-3.844
United Kingdom 2019,-36586,-2.044
United Kingdom 2019,-45908,17.19
United Kingdom 2019,-47067,-5.38
United Kingdom 2019,56431,8.006
United Kingdom 2019,-7813.5,-0.348
United Kingdom 2019,-34202,-4.4
United Kingdom 2019,32264,-8.42
United Kingdom 2019,-2090.6,11.44
United Kingdom 2019,46440,14.76
United Kingdom 2019,-31755,-0.792
United Kingdom 2019,-18649,-0.804
United Kingdom 2019,-60249,6.818
United Kingdom 2019,68425,-8.534
United Kingdom 2019,-12155,-6.764
United Kingdom 2019,-29977,-4.214
United Kingdom 2019,-35397,2.202
United Kingdom 2019,60863,14.154
United Kingdom 2019,-10574,6.378
United Kingdom 2019,-43548,13.788
United Kingdom 2019,-36041,0.284
United Kingdom 2019,-15093,-2.634
United Kingdom 2019,-26846,4.002
United Kingdom 2019,-46211,10.75
United Kingdom 2019,-12930,-5.69
United Kingdom 2019,46892,-2.496
United Kingdom 2019,12801,0.016
United Kingdom 2019,-27230,-1.566
United Kingdom 2019,-29170,6.816
United Kingdom 2019,30775,3.864
United Kingdom 2019,-46785,14.526
United Kingdom 2019,157790,-0.944
United Kingdom 2019,-18380,11.916
United Kingdom 2019,-45857,7.628
United Kingdom 2019,299520,-1.76
United Kingdom 2019,271390,-3.708
United Kingdom 2019,-6965.8,-5.844
United Kingdom 2019,33014,-2.044
United Kingdom 2019,57722,-7.81
United Kingdom 2019,-49767,2.62
United Kingdom 2019,-16469,-7.994
United Kingdom 2019,19487,-0.348
United Kingdom 2019,-23922,-7.4
United Kingdom 2019,-63824,6.58
United Kingdom 2019,226910,-9.56
United Kingdom 2019,-56360,0.76
United Kingdom 2019,-40955,-7.792
United Kingdom 2019,-9048.9,17.196
United Kingdom 2019,-55249,9.818
United Kingdom 2019,-34775,-6.534
United Kingdom 2019,-43255,7.236
United Kingdom 2019,-25877,7.786
United Kingdom 2019,-42997,-0.798
United Kingdom 2019,330360,-5.846
United Kingdom 2019,-44474,1.378
United Kingdom 2019,-40148,-5.212
United Kingdom 2019,65299,5.284
United Kingdom 2019,344610,4.366
Australia 2019,13654,-6.998
Australia 2019,22089,-2.25
Australia 2019,-32531,-6.69
Australia 2019,7091.9,-2.496
Australia 2019,-47249,-3.984
Australia 2019,-11830,2.434
Australia 2019,34030,10.816
Australia 2019,-28825,7.864
Australia 2019,-29585,-1.474
Australia 2019,5162.7,1.056
Australia 2019,64640,-7.084
Australia 2019,208140,-1.372
Australia 2019,-22880,-3.76
Australia 2019,5311.8,-8.708
Australia 2019,-31466,9.156
Australia 2019,3614.4,-9.044
Australia 2019,61922,3.19
Australia 2019,-34467,3.62
Australia 2019,140830,13.006
Australia 2019,16387,-7.348
Australia 2019,-4681.7,-9.4
Australia 2019,-10820,-8.42
Australia 2019,-33591,-2.56
Australia 2019,25940,11.76
Australia 2019,-58755,18.208
Australia 2019,59551,-5.804
Australia 2019,25151,-7.182
Australia 2019,-31475,-5.534
Australia 2019,33645,-6.764
Australia 2019,193620,-2.214
Australia 2019,48103,-5.798
Australia 2019,17363,-6.846
Australia 2019,56986,9.378
Australia 2019,-51448,-9.212
Australia 2019,-54341,-8.716
Australia 2019,32207,-8.634
Australia 2019,-28646,-7.998
Australia 2019,152220,-6.25
Australia 2019,-9230.8,-2.69
Australia 2019,-33808,-6.496
Australia 2019,-24549,-3.984
Australia 2019,-10510,-9.566
Australia 2019,-31070,18.816
Australia 2019,24775,-6.136
Australia 2019,40415,4.526
Australia 2019,-32737,-4.944
Australia 2019,-27080,7.916
Australia 2019,104740,-4.372
Australia 2019,-37910,-0.76
Australia 2019,50692,-0.708
Australia 2019,-20766,20.156
Australia 2019,-37286,7.956
Australia 2019,-43878,17.19
Australia 2019,-18167,-4.38
Australia 2019,-4869.1,7.006
Australia 2019,-32003,1.652
Australia 2019,-51702,1.6
Australia 2019,-10224,-5.42
Australia 2019,-44391,-8.56
Australia 2019,-35460,-8.24
Australia 2019,-47055,-0.792
Australia 2019,25781,7.196
Australia 2019,-49249,6.818
Australia 2019,-39275,0.466
Australia 2019,-31555,3.236
Australia 2019,22323,-7.214
Australia 2019,2702.7,-1.798
Australia 2019,-8936.9,-2.846
Australia 2019,11666,0.378
Australia 2019,264750,-6.212
Australia 2019,-21141,-7.716
Australia 2019,-49793,0.366
Australia 2019,4653.6,6.002
Australia 2019,23249,-1.25
Australia 2019,-16231,-8.69
Australia 2019,-38308,11.504
Australia 2019,182550,0.016
Australia 2019,-12030,-2.566
Australia 2019,-18550,-6.184
Australia 2019,-34925,12.864
Australia 2019,153920,4.526
Australia 2019,-13337,-8.944
Australia 2019,96120,7.916
Australia 2019,-21657,-9.372
Australia 2019,20520,-6.76
Australia 2019,20292,1.292
Australia 2019,50174,-5.844
Australia 2019,-16986,9.956
Australia 2019,-17758,9.19
Australia 2019,8433,6.62
Australia 2019,-40869,-8.994
Australia 2019,-30412,13.652
Australia 2019,129400,10.6
Australia 2019,141180,-3.42
Australia 2019,-53391,5.44
Australia 2019,45840,-7.24
Australia 2019,-48555,-7.792
Australia 2019,-54929,2.196
Australia 2019,-44779,-7.182
Australia 2019,-25275,5.466
Australia 2019,55545,-7.764
Australia 2019,41623,-5.214
Australia 2019,52703,-7.798
Australia 2019,-35337,-9.846
Australia 2019,4636.2,-0.622
Australia 2019,-28048,-5.212
Australia 2019,31959,-6.716
Australia 2019,-35793,-2.634
Australia 2019,-28746,6.002
Australia 2019,-46111,12.75
Australia 2019,31429,4.31
Australia 2019,-42908,17.504
Australia 2019,151.12,-2.984
Australia 2019,-33230,-4.566
Australia 2019,634.23,-7.184
Australia 2019,-16325,-3.136
Australia 2019,-27485,-6.474
Australia 2019,3162.7,-5.944
Australia 2019,12120,-5.084
Australia 2019,65943,-3.372
Australia 2019,98020,-8.76
Australia 2019,33592,3.292
Australia 2019,-14866,4.156
Australia 2019,51814,-8.044
Australia 2019,-32578,2.19
Australia 2019,-53767,16.62
Australia 2019,-40369,-1.994
Australia 2019,-27813,0.652
Australia 2019,-16602,10.6
Australia 2019,-46324,10.58
Australia 2019,15909,18.44
Australia 2019,-7759.7,-9.24
Australia 2019,195240,-8.792
Australia 2019,-29549,-7.804
Australia 2019,-40549,9.818
Australia 2019,-39975,-8.534
Australia 2019,-8184.7,-8.764
Australia 2019,-10887,-7.214
Australia 2019,-35797,3.202
Australia 2019,-39237,6.154
Australia 2019,-39774,-2.622
Australia 2019,-9047.7,-6.212
Australia 2019,95059,3.284
Australia 2019,-29793,-6.634
Australia 2019,-12416,12.002
Australia 2019,-44911,-0.25
Australia 2019,-25431,-1.69
Australia 2019,1991.9,-8.496
Australia 2019,-40589,-1.984
Australia 2019,9370.3,-4.566
Australia 2019,-18370,11.816
Australia 2019,-21225,-6.136
Australia 2019,95115,1.526
Australia 2019,55963,-8.944
Australia 2019,83220,-7.084
Australia 2019,-28357,-2.372
Australia 2019,-39180,4.24
Australia 2019,6891.8,-8.708
Australia 2019,76934,10.156
Australia 2019,-39886,-5.044
Australia 2019,19222,-5.81
Australia 2019,89333,-8.38
Australia 2019,-13569,4.006
Australia 2019,-24213,-8.348
Australia 2019,-40692,2.6
Australia 2019,12180,15.58
Australia 2019,-58391,-5.56
Australia 2019,-40260,3.76
Australia 2019,-51555,-3.792
Australia 2019,1851.1,6.196
Australia 2019,-19949,-2.182
Australia 2019,-1475.1,-3.534
Australia 2019,-27055,1.236
Australia 2019,-42377,-10.214
Australia 2019,18103,6.202
Australia 2019,-15137,6.154
Australia 2019,-37914,0.378
Australia 2019,-49148,2.788
Australia 2019,7258.6,-7.716
Australia 2019,94207,-9.634
Australia 2019,-6726.4,-2.998
Australia 2019,-8810.6,-8.25
Australia 2019,59239,5.31
Australia 2019,-18008,1.504
Australia 2019,24551,5.016
Australia 2019,54570,-9.566
Australia 2019,5730.2,-1.184
Australia 2019,-22525,2.864
Australia 2019,-42985,13.526
Australia 2019,-11237,-1.944
Australia 2019,-35280,0.916
Australia 2019,47943,-0.372
Australia 2019,-38880,-2.76
Australia 2019,-32708,-8.708
Australia 2019,-25566,-3.844
Australia 2019,-31606,-0.044
Australia 2019,-34078,-3.81
Australia 2019,10453,12.62
Australia 2019,-48169,0.006
Australia 2019,-24313,-0.348
Australia 2019,60899,-1.4
Australia 2019,-28274,15.58
Australia 2019,-22991,-7.56
Australia 2019,189740,-7.24
Australia 2019,-59955,5.208
Australia 2019,-57349,-6.804
Australia 2019,-40349,-2.182
Australia 2019,-41875,-0.534
Australia 2019,-15785,2.236
Australia 2019,-53077,4.786
Australia 2019,211050,7.202
Australia 2019,-31737,-0.846
Australia 2019,726.21,-0.622
Australia 2019,-38448,-6.212
Australia 2019,-55441,19.284
Australia 2019,-59293,10.366
Australia 2019,-15446,-0.998
Australia 2019,-36511,-4.25
Australia 2019,-4430.8,-7.69
Australia 2019,3091.9,-5.496
Australia 2019,-8798.9,-3.984
Australia 2019,5570.3,5.434
Australia 2019,-8269.8,-3.184
Australia 2019,-17025,-6.136
Australia 2019,76115,-9.474
Australia 2019,-40137,-5.944
Australia 2019,-27380,4.916
Australia 2019,79193,7.628
Australia 2019,-6379.6,-3.76
Australia 2019,17592,-6.708
Australia 2019,12934,-2.844
Australia 2019,-43886,-7.044
Australia 2019,-46278,6.19
Australia 2019,38833,-8.38
Australia 2019,158930,-1.994
Australia 2019,-24213,-8.348
Australia 2019,-22202,18.6
Australia 2019,-57024,-4.42
Australia 2019,166110,-2.56
Australia 2019,-32560,1.76
Australia 2019,80245,7.208
Australia 2019,-6488.9,-0.804
Australia 2019,104450,12.818
Australia 2019,-9875.1,-8.534
Australia 2019,-18575,-2.764
Australia 2019,-30277,-5.214
Australia 2019,-32197,2.202
Australia 2019,31013,-5.846
Australia 2019,-36074,7.378
Australia 2019,41752,4.788
Australia 2019,126350,-0.716
Australia 2019,-43993,3.366
Australia 2019,18944,3.002
Australia 2019,5389.4,-6.25
Australia 2019,2269.2,3.31
Australia 2019,66992,-1.496
Australia 2019,-43849,-0.984
Australia 2019,41570,-1.566
Australia 2019,10331,-6.184
Australia 2019,-29925,3.864
Australia 2019,-23885,-3.474
Australia 2019,15463,-1.944
Australia 2019,3719.9,19.916
Australia 2019,-51257,6.628
Australia 2019,-36980,-8.76
Australia 2019,-23228,-3.708
Australia 2019,-41266,8.156
Australia 2019,-35286,0.956
Australia 2019,25622,5.19
Australia 2019,-38767,-2.38
Australia 2019,-34369,13.006
Australia 2019,35987,-8.348
Australia 2019,-23302,-0.4
Australia 2019,-16174,-8.42
Australia 2019,42409,-2.56
Australia 2019,-35060,-9.24
Australia 2019,1944.8,-6.792
Australia 2019,-61829,2.196
Australia 2019,53151,-7.182
Australia 2019,265420,-6.534
Australia 2019,161450,9.236
Australia 2019,10523,-4.214
Australia 2019,-36297,1.202
Australia 2019,86863,-3.846
Australia 2019,36926,5.378
Australia 2019,-41258,-2.212
Australia 2019,31959,7.284
Australia 2019,-31993,5.366
Australia 2019,10354,2.002
Australia 2019,164490,-2.25
Australia 2019,-17331,4.31
Australia 2019,-30808,-6.496
Australia 2019,-49849,0.016
Australia 2019,25770,8.434
Australia 2019,49430,0.816
Australia 2019,-35325,-4.136
Australia 2019,61315,-6.474
Australia 2019,-37937,10.056
Australia 2019,-19280,2.916
Australia 2019,-41557,-9.372
Australia 2019,-41480,-0.76
Australia 2019,-21508,5.292
Australia 2019,91034,-3.844
Australia 2019,13614,-6.044
Australia 2019,37222,-3.81
Australia 2019,-42267,-1.38
Australia 2019,-3249.1,-5.994
Australia 2019,-30663,10.652
Australia 2019,-29602,5.6
Australia 2019,-62224,-8.42
Australia 2019,32509,-6.56
Australia 2019,-32060,14.76
Australia 2019,-1515.2,18.208
Australia 2019,-21149,-7.804
Australia 2019,69151,-2.182
Australia 2019,-43475,12.466
Australia 2019,-26755,-4.764
Australia 2019,179720,-5.214
Australia 2019,-46597,2.202
Australia 2019,-3676.9,-0.846
Australia 2019,-14274,-7.622
Australia 2019,-41848,2.788
Australia 2019,45859,2.284
Australia 2019,-16893,-1.634
Australia 2019,37854,-3.998
Australia 2019,-24911,3.75
Australia 2019,-44831,0.31
Australia 2019,-33608,-8.496
Australia 2019,-31649,-9.984
Australia 2019,-1629.7,7.434
Australia 2019,-16570,0.816
Australia 2019,-21425,-1.136
Australia 2019,-38185,-5.474
Australia 2019,-36137,7.056
Australia 2019,-20280,-7.084
Australia 2019,-49357,9.628
Australia 2019,-31780,5.24
Australia 2019,-23708,-6.708
Australia 2019,-36666,12.156
Australia 2019,-24186,0.956
Australia 2019,38322,13.19
Australia 2019,-48767,16.62
Australia 2019,-25459,-0.994
Australia 2019,122960,4.652
Australia 2019,35798,-7.4
Australia 2019,-55724,-1.42
Australia 2019,-32491,0.44
Australia 2019,-10160,1.76
Australia 2019,-53455,-2.792
Australia 2019,-40849,-0.804
Australia 2019,-6908.8,7.818
Australia 2019,32325,-8.534
Australia 2019,-37265,6.236
Australia 2019,-48577,18.786
Australia 2019,69703,-8.798
Australia 2019,354960,-7.846
Australia 2019,-39674,-3.622
Australia 2019,8652.3,-8.212
Australia 2019,-57941,-4.716
Australia 2019,906.71,-5.634
Australia 2019,-24846,-3.998
Australia 2019,47089,8.75
Australia 2019,-1130.8,6.31
Australia 2019,-34108,5.504
Australia 2019,-35449,-3.984
Australia 2019,-3729.7,13.434
Australia 2019,-29370,-4.184
Australia 2019,-19525,-0.136
Australia 2019,111820,10.526
Australia 2019,-1137.3,1.056
Australia 2019,-20580,-9.084
Australia 2019,-45657,6.628
Australia 2019,11260,18.24
Australia 2019,14792,10.292
Australia 2019,92734,0.156
Australia 2019,117710,13.956
Australia 2019,28372,-6.81
Australia 2019,-48167,3.62
Australia 2019,-24969,-5.994
Australia 2019,-8813.5,-7.348
Australia 2019,-56502,-4.4
Australia 2019,-55724,4.58
Australia 2019,-55391,6.44
Australia 2019,-41060,-4.24
Australia 2019,29245,-9.792
Australia 2019,-36049,-9.804
Australia 2019,35451,4.818
Australia 2019,108270,1.466
Australia 2019,-37855,-2.764
Australia 2019,-39077,-7.214
Australia 2019,-34097,11.202
Australia 2019,47363,-9.846
Australia 2019,159730,-9.622
Australia 2019,-43848,10.788
Australia 2019,-20541,15.284
Australia 2019,29407,-4.634
Australia 2019,-36046,0.002
Australia 2019,-35711,10.75
Australia 2019,-4130.8,-1.69
Australia 2019,-22008,-0.496
Australia 2019,-41749,2.016
Australia 2019,219140,7.434
Australia 2019,-5969.8,-4.184
Australia 2019,72975,7.864
Australia 2019,-26085,6.526
Australia 2019,-39677,9.056
Australia 2019,5519.9,-8.084
Australia 2019,-46087,10.628
Australia 2019,37720,-2.76
Australia 2019,-31608,11.292
Australia 2019,-28166,7.156
Australia 2019,43214,-0.044
Australia 2019,-21078,12.19
Australia 2019,-46767,-4.38
Australia 2019,147130,3.006
Australia 2019,-12913,-9.348
Australia 2019,-25302,5.6
Australia 2019,4776,-7.42
Australia 2019,21909,-5.56
Australia 2019,62940,-9.24
Australia 2019,-50955,4.208
Australia 2019,-22669,-4.804
Australia 2019,-36009,-4.182
Australia 2019,-37775,-8.534
Australia 2019,-1254.7,-2.764
Australia 2019,16123,-1.214
